symbol,summary,quoteType,beta,dividendRate,marketCap,dividendYield,exDividendDate,dayHigh,dayLow,ask,previousClose,marketOpen,bid,askSize,bidSize,volume,fiftyTwoWeekHigh,fiftyTwoWeekLow,earnings
0JI3.L,"{'zip': '0287', 'sector': '', 'fullTimeEmployees': 3, 'longBusinessSummary': 'Hunter Group ASA, an investment company, primarily focuses on the shipping and oil services investments in Norway and internationally. The company develops VLCC construction contracts and options. As of December 31, 2022, its fleet consisted of eight identical VLCCs. The company was formerly known as Badger Explorer ASA and changed its name to Hunter Group ASA in May 2017. Hunter Group ASA was founded in 2003 and is headquartered in Oslo, Norway.', 'city': 'Oslo', 'phone': '47 95 77 29 47', 'country': 'Norway', 'companyOfficers': [], 'website': 'https://www.huntergroup.no', 'maxAge': 86400, 'address1': 'Dronningen 1', 'industry': ''}",EQUITY,-0.47633500000000006,0.0,771410,0.0,0,0.0,0.0,0.0,2.055,0.0,0.0,0,0,1497925,3.6226300000000005,0.0,{}
0E2B.IL,{},EQUITY,0.0,0.0,0,0.0,0,98.82,98.82,0.0,982.15,0.0,0.0,0,0,1705,982.15,97.6593,{}
0AAT.IL,"{'zip': '01237', 'sector': '', 'fullTimeEmployees': 493, 'longBusinessSummary': 'Bike24 Holding AG operates online cycling platforms in Germany, Austria, Switzerland, rest of Europe, and internationally. It retails a range of traditional bicycles, e-bikes with electric motors, spare parts, accessories, and sportswear through online. The company was founded in 2002 and is headquartered in Dresden, Germany.', 'city': 'Dresden', 'phone': '49 351 4174 9779', 'country': 'Germany', 'companyOfficers': [], 'website': 'https://corporate.bike24.com', 'maxAge': 86400, 'address1': 'Breitscheidstrasse 40', 'fax': '49 351 4174 9779', 'industry': ''}",EQUITY,0.0,0.0,0,0.0,0,2.94287,2.94287,0.0,12.33,0.0,0.0,0,0,275000,6.94,2.34326,{}
MH65.L,{},EQUITY,0.0,0.0,0,0.0,0,0.0,0.0,0.0,391.5,0.0,0.0,0,0,1400000,0.0,0.0,{}
0AAS.IL,"{'zip': '114 51', 'sector': '', 'fullTimeEmployees': 145, 'longBusinessSummary': 'Samhällsbyggnadsbolaget i Norden AB (publ) owns, develops, and manages residential and social infrastructure properties in the Nordic region. It operates through three segments: Residential Properties, Community Service Properties, and Other Properties. The Residential Properties segment primarily consists of apartments and townhouses. The Community Service Properties segment includes schools, retirement homes, housing for the disabled, and properties operated by municipal and governmental agencies/authorities. The Other Properties segment operates commercial properties. Samhällsbyggnadsbolaget i Norden AB (publ) was incorporated in 2014 and is headquartered in Stockholm, Sweden.', 'city': 'Stockholm', 'phone': '46 2 00 22 72 00', 'country': 'Sweden', 'companyOfficers': [], 'website': 'https://www.sbbnorden.se', 'maxAge': 86400, 'address1': 'Strandvagen 1', 'industry': ''}",EQUITY,1.40458,0.0,0,0.0,0,12.772,11.937999999999999,0.0,48.62,11.937999999999999,0.0,0,0,165469,32.76,10.755,{}
0V6Y.L,"{'zip': 'V6C 2G8', 'sector': '', 'longBusinessSummary': 'Alaska Energy Metals Corporation engages in the acquisition and exploration of mineral properties. It explores for nickel, copper, cobalt, chrome, iron, platinum, and palladium. The company focuses on the Nikolai project located in central Alaska. The company was formerly known as Millrock Resources Inc. and changed its name to Alaska Energy Metals Corporation in March 2023. Alaska Energy Metals Corporation was incorporated in 1979 and is headquartered in Vancouver, Canada.', 'city': 'Vancouver', 'phone': '604-638-3164', 'state': 'BC', 'country': 'Canada', 'companyOfficers': [], 'website': 'https://www.millrockresources.com', 'maxAge': 86400, 'address1': '355 Burrard Street', 'fax': '907-677-3599', 'industry': '', 'address2': 'Suite 1000'}",EQUITY,0.025218,0.0,0,0.0,0,0.0,0.0,0.0,0.065,0.0,0.0,0,0,0,0.25,0.0,{}
0OI0.L,"{'zip': '91430', 'sector': '', 'longBusinessSummary': 'Archos S.A. manufactures and sells consumer electronics. The company offers tablets, smartphones, connected objects, electrical vehicles, and cryptocurrency hardware wallets, as well as customized products and engineering services. Its products have entertainment/content protection, home automation, navigation, energy monitoring, education, digital signage, automotive, and audio and video guide applications, as well as in the vertical markets, including professional and medical markets. Archos S.A. was founded in 1988 and is based in Igny, France.', 'city': 'Igny', 'phone': '33 1 69 33 16 90', 'country': 'France', 'companyOfficers': [], 'website': 'https://www.archos.com', 'maxAge': 86400, 'address1': '12, rue AmpEre', 'industry': ''}",EQUITY,1.095801,0.0,0,0.0,0,0.0,0.0,0.0,0.10453001,0.0,0.0,0,0,0,0.105,0.0,{}
0A5O.IL,"{'zip': '1282', 'sector': 'Consumer Cyclical', 'fullTimeEmployees': 5930, 'longBusinessSummary': 'Allegro.eu SA operates a go-to commerce platform for consumers in Poland. It operates allegro.pl, an e-commerce marketplace that sell products in various categories, including automotive; home and garden; books, media, collectibles, and art; fashion and shoes; electronics; kids; health and beauty; sports and leisure; and supermarket. The company also operates ceneo.pl, a multi-category price comparison site; and eBilet, an event ticket sales site facilitating the sale of a range of entertainment, cultural, family, and sports events. Further, it operates Allegro Pay, a consumer finance and lending solutions provider; Opennet.pl, a technology solutions provider for logistics; X-press Couriers, a same day delivery courier service; and SkyNet Customes Brokers, a customs broker agency. In addition, it is involved in the data processing, hosting, and related activities; other information technology and computer service activities; computer facilities management activities; and software-related and computer consultancy activities. The company was formerly known as Adinan Super Topco S.a r.l. and changed its name to Allegro.eu SA in August 2020. Allegro.eu SA was incorporated in 2017 and is based in Luxembourg, Luxembourg.', 'city': 'Luxembourg City', 'country': 'Luxembourg', 'companyOfficers': [], 'website': 'https://www.allegro.eu', 'maxAge': 86400, 'address1': '1, rue Hildegard von Bingen', 'industry': 'Internet Retail'}",EQUITY,0.729166,0.0,31992852480,0.0,0,30.2911,30.2911,0.0,64.74,0.0,0.0,0,0,0,64.74,19.5,{}
0MN3.IL,"{'zip': '00-496', 'sector': 'Utilities', 'fullTimeEmployees': 38356, 'longBusinessSummary': 'PGE Polska Grupa Energetyczna S.A. engages in the production, transmission, and distribution of electricity in Poland. The company operates through seven segments: Conventional Generation, District Heating, Renewables, Supply, Distribution, Circular Economy, and Other Operations. It generates electricity from lignite, hard coal, natural gas, and biomass, as well as renewable energy sources, such as wind, photovoltaic, and hydro. The company operates 5 conventional power plants; 16 CHP plants; 2 lignite mines; 17 wind farms; 5 photovoltaic power plants; 29 run-of-river hydro power plants; and 4 pumped-storage power plants, including 2 with natural flow. It produces, transmits, and distributes heat; sells and purchases electricity and gas on wholesale market; trades in emission certificates; and purchases and sells fuels, as well as sells electricity and provides services to end users. The company supplies power to approximately 5 million households, businesses, and institutions. The company was founded in 1990 and is based in Warsaw, Poland.', 'city': 'Warsaw', 'phone': '48 22 340 1177', 'country': 'Poland', 'companyOfficers': [], 'website': 'https://www.gkpge.pl', 'maxAge': 86400, 'address1': 'ul. Mysia 2', 'industry': 'UtilitiesRegulated Electric'}",EQUITY,1.239917,0.0,13462259712,0.0,1474502400,6.0,6.0,0.0,11.97,0.0,0.0,0,0,0,11.97,4.7857,{}
0XWG.IL,"{'zip': '100027', 'sector': 'Communication Services', 'fullTimeEmployees': 4981, 'longBusinessSummary': ""iQIYI, Inc., together with its subsidiaries, provides online entertainment video services in the People's Republic of China. It offers various products and services, including online video, online games, online literature, animations, and other products. The company operates a platform that provides a collection of internet video content, such as professionally produced content licensed from professional content providers and self-produced content. It also offers membership, online advertising, content distribution, and live broadcasting services. In addition, the company operates iQIYI Show, a live broadcasting platform that enables users to follow their favorite hosts and shows in real time through live broadcasting; and iQIYI Lite, which offers an easy and quick access to the personalized videos based on their user preferences. Further, it is involved in the talent agency and IP licensing activities, as well as engages in developing a video community app. The company was formerly known as Qiyi.com, Inc. and changed its name to iQIYI, Inc. in November 2017. iQIYI, Inc. was incorporated in 2009 and is headquartered in Beijing, China. iQIYI, Inc. is a subsidiary of Baidu, Inc."", 'city': 'Beijing', 'phone': '86 10 6267 7171', 'country': 'China', 'companyOfficers': [], 'website': 'https://www.iqiyi.com', 'maxAge': 86400, 'address1': 'iQIYI Youth Center', 'industry': 'Entertainment', 'address2': '4th Floor Yoolee Plaza No. 21, North Road of Workers Stadium, Chaoyang D'}",EQUITY,0.509342,0.0,5617707520,0.0,0,5.872000000000001,5.872000000000001,0.0,12.7,5.872000000000001,0.0,0,0,300,12.7,1.6693,"[{'date': 2019, 'revenue': {'raw': 28993658000, 'fmt': '28.99B', 'longFmt': '28,993,658,000'}, 'earnings': {'raw': -10324871000, 'fmt': '-10.32B', 'longFmt': '-10,324,871,000'}}, {'date': 2020, 'revenue': {'raw': 29707215000, 'fmt': '29.71B', 'longFmt': '29,707,215,000'}, 'earnings': {'raw': -7045448000, 'fmt': '-7.05B', 'longFmt': '-7,045,448,000'}}, {'date': 2021, 'revenue': {'raw': 30554359000, 'fmt': '30.55B', 'longFmt': '30,554,359,000'}, 'earnings': {'raw': -6189920000, 'fmt': '-6.19B', 'longFmt': '-6,189,920,000'}}, {'date': 2022, 'revenue': {'raw': 28997548000, 'fmt': '29B', 'longFmt': '28,997,548,000'}, 'earnings': {'raw': -136212000, 'fmt': '-136.21M', 'longFmt': '-136,212,000'}}]"
7DIG.L,{},,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,{}
ICON.L,"{'zip': 'WC2A 2JR', 'sector': 'Communication Services', 'fullTimeEmployees': 4, 'longBusinessSummary': 'Iconic Labs Plc engages in media and technology business, focuses providing online media; artificial intelligence; and big data gathering, processing, and analysis products. It is also involved in the trading activities. The company was formerly known as WideCells Group PLC and changed its name to Iconic Labs Plc in July 2019. Iconic Labs Plc was founded in 2012 and is based in London, the United Kingdom.', 'city': 'London', 'country': 'United Kingdom', 'companyOfficers': [], 'website': 'https://www.iconiclabs.co.uk', 'maxAge': 86400, 'address1': '7 Bell Yard', 'industry': 'Advertising Agencies'}",EQUITY,1.3164120000000001,0.0,1551677,0.0,0,0.0035,0.0032600000000000003,0.0035,0.0035,0.00336,0.003,0,0,129555194,0.023,0.00016,"[{'date': 2019, 'revenue': {'raw': 0, 'fmt': None, 'longFmt': '0'}, 'earnings': {'raw': -4173598, 'fmt': '-4.17M', 'longFmt': '-4,173,598'}}, {'date': 2020, 'revenue': {'raw': 107303, 'fmt': '107.3k', 'longFmt': '107,303'}, 'earnings': {'raw': -2390121, 'fmt': '-2.39M', 'longFmt': '-2,390,121'}}, {'date': 2021, 'revenue': {'raw': 509171, 'fmt': '509.17k', 'longFmt': '509,171'}, 'earnings': {'raw': -7697306, 'fmt': '-7.7M', 'longFmt': '-7,697,306'}}, {'date': 2022, 'revenue': {'raw': 26823, 'fmt': '26.82k', 'longFmt': '26,823'}, 'earnings': {'raw': -762107, 'fmt': '-762.11k', 'longFmt': '-762,107'}}]"
KOD.L,"{'zip': 'W1S 2PP', 'sector': 'Basic Materials', 'fullTimeEmployees': 19, 'longBusinessSummary': 'Kodal Minerals PLC, together with its subsidiaries, engages in the exploration and evaluation of mineral resources in the United Kingdom and West Africa. The company explores for lithium and gold deposits. Its flagship project is the Bougouni Lithium project located in Mali. Kodal Minerals PLC was incorporated in 2010 and is based in London, the United Kingdom.', 'city': 'London', 'phone': '44 20 3463 2260', 'country': 'United Kingdom', 'companyOfficers': [], 'website': 'https://www.kodalminerals.com', 'maxAge': 86400, 'address1': 'Prince Frederick House', 'industry': 'Other Industrial Metals & Mining', 'address2': '35-39 Maddox Street'}",EQUITY,1.115648,0.0,136476096,0.0,0,0.875,0.74,0.82,0.86,0.865,0.77,0,0,437181213,0.93,0.2,"[{'date': 2019, 'revenue': {'raw': 0, 'fmt': None, 'longFmt': '0'}, 'earnings': {'raw': -712611, 'fmt': '-712.61k', 'longFmt': '-712,611'}}, {'date': 2020, 'revenue': {'raw': 0, 'fmt': None, 'longFmt': '0'}, 'earnings': {'raw': -629504, 'fmt': '-629.5k', 'longFmt': '-629,504'}}, {'date': 2021, 'revenue': {'raw': 0, 'fmt': None, 'longFmt': '0'}, 'earnings': {'raw': -623370, 'fmt': '-623.37k', 'longFmt': '-623,370'}}, {'date': 2022, 'revenue': {'raw': 0, 'fmt': None, 'longFmt': '0'}, 'earnings': {'raw': -903087, 'fmt': '-903.09k', 'longFmt': '-903,087'}}]"
SYME.L,"{'zip': 'W1W 8DH', 'sector': 'Technology', 'fullTimeEmployees': 19, 'longBusinessSummary': 'Supply@ME Capital plc operates a platform that provides inventory monetization services to manufacturing and trading companies in the United Kingdom, the Middle East, Italy, North Africa, the United States, and internationally. The company is based in London, the United Kingdom.', 'city': 'London', 'phone': '44 20 7933 8780', 'country': 'United Kingdom', 'companyOfficers': [], 'website': 'https://www.supplymecapital.com', 'maxAge': 86400, 'address1': '27/28 Eastcastle Street', 'industry': 'SoftwareApplication'}",EQUITY,6.781039999999999,0.0,26896350,0.0,0,0.05,0.045,0.05,0.047,0.0468,0.045,0,0,57396610,0.18600000000000003,0.008,{}
0VRF.L,{},EQUITY,0.0,0.0,0,0.0,0,0.0,0.0,0.0,19.2015,0.0,0.0,0,0,0,21.7709,0.0,{}
0MRI.IL,{},EQUITY,0.0,0.0,0,0.0,0,0.8605,0.8605,0.8774,0.87125,0.0,0.8346,0,0,9639454,1.5787,0.85085,{}
PREM.L,"{'zip': 'VG 1110', 'sector': 'Basic Materials', 'fullTimeEmployees': 11, 'longBusinessSummary': 'Premier African Minerals Limited, together with its subsidiaries, engages in the mining, exploration, evaluation, development, and investment of natural resource properties on the African continent. The company explores for tungsten, lithium, tantalum, fluorspar, potash, and gold deposits. It holds interests in various properties located in Zimbabwe and Mozambique. The company was formerly known as G&B African Resources Limited and changed its name to Premier African Minerals Limited in April 2012. Premier African Minerals Limited was incorporated in 2007 and is based in Tortola, British Virgin Islands.', 'city': 'Tortola', 'country': 'British Virgin Islands', 'companyOfficers': [], 'website': 'https://www.premierafricanminerals.com', 'maxAge': 86400, 'address1': 'Craigmuir Chambers', 'industry': 'Other Industrial Metals & Mining', 'address2': 'Road Town PO Box 71'}",EQUITY,1.448854,0.0,210146320,0.0,0,0.99,0.84,0.94,0.97,0.9790000000000001,0.93,0,0,581183621,1.04,0.26,"[{'date': 2018, 'revenue': {'raw': 168000, 'fmt': '168k', 'longFmt': '168,000'}, 'earnings': {'raw': -6809000, 'fmt': '-6.81M', 'longFmt': '-6,809,000'}}, {'date': 2019, 'revenue': {'raw': 0, 'fmt': None, 'longFmt': '0'}, 'earnings': {'raw': -1337000, 'fmt': '-1.34M', 'longFmt': '-1,337,000'}}, {'date': 2020, 'revenue': {'raw': 0, 'fmt': None, 'longFmt': '0'}, 'earnings': {'raw': -854000, 'fmt': '-854k', 'longFmt': '-854,000'}}, {'date': 2021, 'revenue': {'raw': 0, 'fmt': None, 'longFmt': '0'}, 'earnings': {'raw': 2736000, 'fmt': '2.74M', 'longFmt': '2,736,000'}}]"
0RQY.L,"{'sector': '', 'longBusinessSummary': ""B.F. S.p.A. engages in the cultivation and marketing of agricultural products in Italy. The company offers pasta, rice, herbal teas, oilseeds, paddy, crops, and legumes/cereals, as well as vegetables and fruits. It is also involved in horticultural activities and plantation of forage crops; and provision of consulting services. The company markets its products under the Le Stagioni d'Italia, Zorzi, or Private Label brands. It sells its products to agricultural and industrial, and food distribution companies. The company was incorporated in 2014 and is based in Jolanda di Savoia, Italy."", 'city': 'Jolanda di Savoia', 'phone': '39 0532 83 61 02', 'state': 'FE', 'country': 'Italy', 'companyOfficers': [], 'website': 'https://www.bfspa.it', 'maxAge': 86400, 'address1': 'Via Cavicchini, 2', 'industry': ''}",EQUITY,0.017938,0.0,0,0.0,0,0.0,0.0,0.0,3.3,0.0,0.0,0,0,0,3.3,0.0,{}
